Ligand_Name,Site_Number,With_Or_Without_Water,RMSD Value,WOW,dG,Mean
Theaflavin_Digallate,Site3d,With_Water,0.032685872,Repeat without water,-6.2,-6.2
Theaflavin_Digallate,Site3d,Without_Water,0.000224039,With water,-6.2,0
Theaflavin_Digallate,Site3d,Without_Water,0.028480258,Without water,-6.2,0
Theaflavin_Digallate,Site3d,Without_Water,0.0272969,Reapeat with water,-6.2,0
Theaflavin_Digallate,Site3d,Without_Water,0.02545775,Repeat without water,-6.2,-6.2
Theaflavin_Digallate,Site3m,With_Water,0,With water,-6.6,0
Theaflavin_Digallate,Site3m,With_Water,0.022663383,Without water,-6.4,0
Theaflavin_Digallate,Site3m,With_Water,0.03116556,Reapeat with water,-6,0
Theaflavin_Digallate,Site3m,With_Water,0.02627852,Repeat without water,-6.8,-6.45
Theaflavin_Digallate,Site3m,Without_Water,0.000224039,With water,5.9,0
Theaflavin_Digallate,Site3m,Without_Water,0.026300477,Without water,-7.3,0
Theaflavin_Digallate,Site3m,Without_Water,0.024236608,Reapeat with water,-6.3,0
Theaflavin_Digallate,Site3m,Without_Water,0.028680466,Repeat without water,-6,-3.425
Wogonin,Site1,With_Water,0,With water,-9.6,0
Wogonin,Site1,With_Water,0.10447532,Without water,-9.1,0
Wogonin,Site1,With_Water,0.02847108,Reapeat with water,-9.5,0
Wogonin,Site1,With_Water,0.10447532,Repeat without water,-9.2,-9.35
Wogonin,Site1,Without_Water,0,With water,-9,0
Wogonin,Site1,Without_Water,0.106040396,Without water,-9.3,0
Wogonin,Site1,Without_Water,0.054661904,Reapeat with water,-9.7,0
Wogonin,Site1,Without_Water,0.111717865,Repeat without water,-9.3,-9.325
Wogonin,Site2,With_Water,0,With water,-6.8,0
Wogonin,Site2,With_Water,0.031921145,Without water,-6.7,0
Wogonin,Site2,With_Water,0.10722087,Reapeat with water,-7.4,0
Wogonin,Site2,With_Water,0.017394353,Repeat without water,-7.6,-7.125
Wogonin,Site2,Without_Water,0,With water,-7.1,0
Wogonin,Site2,Without_Water,0.038802367,Without water,-7.5,0
Wogonin,Site2,Without_Water,0.10118098,Reapeat with water,-7.1,0
Wogonin,Site2,Without_Water,0.10330592,Repeat without water,-7,-7.175
Wogonin,Site3d,With_Water,0,With water,-6.7,0
Wogonin,Site3d,With_Water,0.019646611,Without water,-6.3,0
Wogonin,Site3d,With_Water,0.104815684,Reapeat with water,-6.7,0
Wogonin,Site3d,With_Water,0.111818306,Repeat without water,-6.4,-6.525
Wogonin,Site3d,Without_Water,0,With water,-6.9,0
Wogonin,Site3d,Without_Water,0.10816083,Without water,-6.4,0
Wogonin,Site3d,Without_Water,0.01873593,Reapeat with water,-5.2,0
Wogonin,Site3d,Without_Water,0.03081542,Repeat without water,-5.5,-6
Wogonin,Site3m,With_Water,0.000143986,With water,-8.4,0
Wogonin,Site3m,With_Water,0.035434965,Without water,-9.2,0
Wogonin,Site3m,With_Water,0.046350613,Reapeat with water,-8.8,0
Wogonin,Site3m,With_Water,0.015000856,Repeat without water,-9.2,-8.9
Wogonin,Site3m,Without_Water,0,With water,-8.4,0
Wogonin,Site3m,Without_Water,0.11099382,Without water,-9.2,0
Wogonin,Site3m,Without_Water,0.10277131,Reapeat with water,-8.4,0
Wogonin,Site3m,Without_Water,0.11211799,Repeat without water,-9.2,-8.8
Wogonoside,Site1,With_Water,0,With water,-9.5,0
Wogonoside,Site1,With_Water,0.1525344,Without water,-10.8,0
Wogonoside,Site1,With_Water,0.08717499,Reapeat with water,-10.4,0
Wogonoside,Site1,With_Water,0.1525344,Repeat without water,-10.8,-10.375
Wogonoside,Site1,Without_Water,0,With water,-9.5,0
Wogonoside,Site1,Without_Water,0.101564355,Without water,-10.4,0
Wogonoside,Site1,Without_Water,0.309284,Reapeat with water,-9.6,0
Wogonoside,Site1,Without_Water,0.3060808,Repeat without water,-10.8,-10.075
Wogonoside,Site2,With_Water,0,With water,-9,0
Wogonoside,Site2,With_Water,0.04142719,Without water,-8.9,0
Wogonoside,Site2,With_Water,0.035576344,Reapeat with water,-9,0
Wogonoside,Site2,With_Water,0.045141455,Repeat without water,-8.8,-8.925
Wogonoside,Site2,Without_Water,0.000224039,With water,-9,0
Wogonoside,Site2,Without_Water,0.07842894,Without water,-8.9,0
Wogonoside,Site2,Without_Water,0.10833753,Reapeat with water,-9,0
Wogonoside,Site2,Without_Water,0.11354723,Repeat without water,-8.8,-8.925
Wogonoside,Site3d,With_Water,0,With water,-7,0
Wogonoside,Site3d,With_Water,0.057905257,Without water,-7.3,0
Wogonoside,Site3d,With_Water,0.07362973,Reapeat with water,-7,0
Wogonoside,Site3d,With_Water,0.09294424,Repeat without water,-7.3,-7.15
Wogonoside,Site3m,With_Water,0,With water,-7,0
Wogonoside,Site3m,With_Water,0.25886154,Without water,-7.3,0
Wogonoside,Site3m,With_Water,0.039207432,Reapeat with water,-7,0
Wogonoside,Site3m,With_Water,0.04051728,Repeat without water,-7.3,-7.15
,,,,With water,-7.5,0
,,,,Without water,-7.1,0
,,,,Reapeat with water,-7.5,0
,,,,Repeat without water,-7.1,-7.3
,,,,With water,-7.5,0
,,,,Without water,-7.1,0
,,,,Reapeat with water,-7.5,0
,,,,Repeat without water,-7.1,-7.3
,,,,With water,-8.2,0
,,,,Without water,-8.1,0
,,,,Reapeat with water,-8.2,0
,,,,Repeat without water,-8.1,-8.15
,,,,With water,-8.2,0
,,,,Without water,-8.1,0
,,,,Reapeat with water,-8.2,0
,,,,Repeat without water,-8.1,-8.15
,,,,With water,-7.6,0
,,,,Without water,-7.4,0
,,,,Reapeat with water,-7.6,0
,,,,Repeat without water,-7.4,-7.5
,,,,With water,-7.6,0
,,,,Without water,-7.4,0
,,,,Reapeat with water,-7.6,0
,,,,Repeat without water,-7.4,-7.5
,,,,With water,-7.1,0
,,,,Without water,-7,0
,,,,Reapeat with water,-7.1,0
,,,,Repeat without water,-7.1,-7.075
,,,,With water,-7.1,0
,,,,Without water,-7,0
,,,,Reapeat with water,-7.1,0
,,,,Repeat without water,-7.1,-7.075
,,,,With water,-7.5,0
,,,,Without water,-7.1,0
,,,,Reapeat with water,-7.5,0
,,,,Repeat without water,-7.1,-7.3
,,,,With water,-7.5,0
,,,,Without water,-7.1,0
,,,,Reapeat with water,-7.5,0
,,,,Repeat without water,-7.1,-7.3
,,,,With water,-14.7,0
,,,,Without water,-14.5,0
,,,,Reapeat with water,-14.7,0
,,,,Repeat without water,-14.5,-14.6
,,,,With water,-14.7,0
,,,,Without water,-14.5,0
,,,,Reapeat with water,-14.7,0
,,,,Repeat without water,-14.6,-14.625
,,,,With water,-11.7,0
,,,,Without water,-11.3,0
,,,,Reapeat with water,-11.7,0
,,,,Repeat without water,-11.3,-11.5
,,,,With water,-11.7,0
,,,,Without water,-11.3,0
,,,,Reapeat with water,-11.7,0
,,,,Repeat without water,-11.3,-11.5
,,,,With water,-9.9,0
,,,,Without water,-9.8,0
,,,,Reapeat with water,-9.9,0
,,,,Repeat without water,-9.8,-9.85
,,,,With water,-9.9,0
,,,,Without water,-9.8,0
,,,,Reapeat with water,-9.9,0
,,,,Repeat without water,-9.8,-9.85
,,,,With water,-7.7,0
,,,,Without water,-8.8,0
,,,,Reapeat with water,-7,0
,,,,Repeat without water,-8.8,-8.075
,,,,With water,-7.7,0
,,,,Without water,-8.8,0
,,,,Reapeat with water,-7.5,0
,,,,Repeat without water,-8.8,-8.2
,,,,With water,-10.4,0
,,,,Without water,-10.3,0
,,,,Reapeat with water,-11.1,0
,,,,Repeat without water,-10.3,-10.525
,,,,With water,-10.5,0
,,,,Without water,-10.2,0
,,,,Reapeat with water,-11.3,0
,,,,Repeat without water,-10.4,-10.6
,,,,With water,-10.9,0
,,,,Without water,-10.8,0
,,,,Reapeat with water,-10.9,0
,,,,Repeat without water,-10.8,-10.85
,,,,With water,-10.9,0
,,,,Without water,-10.8,0
,,,,Reapeat with water,-10.9,0
,,,,Repeat without water,-10.8,-10.85
,,,,With water,-7.6,0
,,,,Without water,-7.4,0
,,,,Reapeat with water,-7.5,0
,,,,Repeat without water,-7.5,-7.5
,,,,With water,-7.5,0
,,,,Without water,-7.4,0
,,,,Reapeat with water,-7.5,0
,,,,Repeat without water,-7.4,-7.45
,,,,With water,-5.7,0
,,,,With water,-10.9,0
,,,,With water,-7.6,0
,,,,With water,-5.6,-7.45
,,,,Without water,-5.8,0
,,,,Without water,-9.7,0
,,,,Without water,-8.4,0
,,,,Without water,-6.1,-7.5
,,,,Reapeat with water,-7.2,0
,,,,Reapeat with water,-10.5,0
,,,,Reapeat with water,-8.6,0
,,,,Reapeat with water,-5.5,-7.95
,,,,Repeat without water,-6.5,0
,,,,Repeat without water,-10.5,0
,,,,Repeat without water,-8.5,0
,,,,Repeat without water,-6.1,-7.9
,,,,With water,-7,0
,,,,With water,-10.4,0
,,,,With water,-8.5,0
,,,,With water,-5.6,-7.875
,,,,Without water,-5.8,0
,,,,Without water,-9.8,0
,,,,Without water,-8.5,0
,,,,Without water,-6.8,-7.725
,,,,Reapeat with water,-7.3,0
,,,,Reapeat with water,-10.7,0
,,,,Reapeat with water,-8.5,0
,,,,Reapeat with water,-5.7,-8.05
,,,,Repeat without water,-6.5,0
,,,,Repeat without water,-10.7,0
,,,,Repeat without water,-8.5,0
,,,,Repeat without water,-5.9,-7.9
,,,,With water,-6.7,0
,,,,Without water,-6.5,0
,,,,Reapeat with water,-6.7,0
,,,,Repeat without water,-6.6,-6.625
,,,,With water,-6.7,0
,,,,Without water,-6.5,0
,,,,Reapeat with water,-6.7,0
,,,,Repeat without water,-6.6,-6.625
,,,,With water,-7.6,0
,,,,Without water,-7.5,0
,,,,Reapeat with water,-7.6,0
,,,,Repeat without water,-7.5,-7.55
,,,,With water,-7.6,0
,,,,Without water,-7.5,0
,,,,Reapeat with water,-7.6,0
,,,,Repeat without water,-7.5,-7.55
,,,,With water,-7,0
,,,,Without water,-7,0
,,,,Reapeat with water,-7.1,0
,,,,Repeat without water,-7,-7.025
,,,,With water,-7.1,0
,,,,Without water,-7,0
,,,,Reapeat with water,-7,0
,,,,Repeat without water,-7,-7.025
,,,,With water,-6.4,0
,,,,Without water,-6.2,0
,,,,Reapeat with water,-6.4,0
,,,,Repeat without water,-6.2,-6.3
,,,,With water,-6.5,0
,,,,Without water,-6.4,0
,,,,Reapeat with water,-6.4,0
,,,,Repeat without water,-6.4,-6.425
,,,,With water,-7.7,0
,,,,Without water,-7.6,0
,,,,Reapeat with water,-7.8,0
,,,,Repeat without water,-8.4,-7.875
,,,,With water,-7.6,0
,,,,Without water,-7.6,0
,,,,Reapeat with water,-7.8,0
,,,,Repeat without water,-8.4,-7.85
,,,,With water,-9.8,0
,,,,Without water,-9.1,0
,,,,Reapeat with water,-9.9,0
,,,,Repeat without water,-9.1,-9.475
,,,,With water,-9.9,0
,,,,Without water,-9.1,0
,,,,Reapeat with water,-9.9,0
,,,,Repeat without water,-9.1,-9.5
,,,,With water,-7.7,0
,,,,Without water,-8,0
,,,,Reapeat with water,-7.8,0
,,,,Repeat without water,-8.1,-7.9
,,,,With water,-7.8,0
,,,,Without water,-7,0
,,,,Reapeat with water,-7.8,0
,,,,Repeat without water,-8.1,-7.675
,,,,With water,-7.6,0
,,,,Without water,-7,0
,,,,Reapeat with water,-7.6,0
,,,,Repeat without water,-6.8,-7.25
,,,,With water,-6.8,0
,,,,Without water,-6.4,0
,,,,Reapeat with water,-7.5,0
,,,,Repeat without water,-7,-6.925
,,,,With water,-6.2,0
,,,,Without water,-5.6,0
,,,,Reapeat with water,-6.2,0
,,,,Repeat without water,-5.7,-5.925
,,,,With water,-6.2,0
,,,,Without water,-5.5,0
,,,,Reapeat with water,-6.3,0
,,,,Repeat without water,-5.8,-5.95
,,,,With water,-6.8,0
,,,,Without water,-6.7,0
,,,,Reapeat with water,-7.1,0
,,,,Repeat without water,-6.5,-6.775
,,,,With water,-7.1,0
,,,,Without water,-6.6,0
,,,,Reapeat with water,-7.1,0
,,,,Repeat without water,-6.6,-6.85
,,,,With water,-6.4,0
,,,,Without water,-6.2,0
,,,,Reapeat with water,-6.3,0
,,,,Repeat without water,-6,-6.225
,,,,With water,-6.4,0
,,,,Without water,-6,0
,,,,Reapeat with water,-6.4,0
,,,,Repeat without water,-6,-6.2
,,,,With water,-5.8,0
,,,,Without water,-5.6,0
,,,,Reapeat with water,-5.6,0
,,,,Repeat without water,-5.6,-5.65
,,,,With water,-5.8,0
,,,,Without water,-5.6,0
,,,,Reapeat with water,-5.8,0
,,,,Repeat without water,-5.6,-5.7
